paper_id,title,authors,decision,abstract,tldr,keywords,code_url,pdf_url,croissant_url
J0PmRFMZXm,PartNeXt: A Next-Generation Dataset for Fine-Grained and Hierarchical 3D Part Understanding,"Penghao Wang, Yiyang He, Xin Lv, Yukai Zhou, Lan Xu, Jingyi Yu, Jiayuan Gu",Accept (poster),"Understanding objects at the level of their constituent parts is fundamental to advancing computer vision, graphics, and robotics. While datasets like PartNet have driven progress in 3D part understanding, their reliance on untextured geometries and expert-dependent annotation limits scalability and usability. We introduce PartNeXt, a next-generation dataset addressing these gaps with over 23000 high-quality, textured 3D models annotated with fine-grained, hierarchical part labels across 50 categories. 
We benchmark PartNeXt on two tasks: (1) class-agnostic part segmentation, where state-of-the-art methods (e.g., PartField, SAMPart3D) struggle with fine-grained and leaf-level parts, and (2) 3D part-centric question answering, a new benchmark for 3D-LLMs that reveals significant gaps in open-vocabulary part grounding. Additionally, training Point-SAM on PartNeXt yields substantial gains over PartNet, underscoring the dataset’s superior quality and diversity. By combining scalable annotation, texture-aware labels, and multi-task evaluation, PartNeXt opens new avenues for research in structured 3D understanding.",,"part-level understanding, fine-grained, hierarchy",,https://openreview.net/pdf?id=J0PmRFMZXm,https://openreview.net/attachment?id=J0PmRFMZXm&name=croissant_file
IzCaw5sQgj,SeasonBench-EA: A Multi-Source Benchmark for Seasonal Prediction and Numerical Model Post-Processing in East Asia,"Mengxuan Chen, Guowen Li, Zou Ziheng, Fang Wang, Jinxiao Zhang, Runmin Dong, Juepeng Zheng, Haohuan Fu",Accept (poster),"Seasonal-scale climate prediction plays a critical role in supporting agricultural planning, disaster prevention, and long-term decision making. In particular, reliable forecasts issued 1-6 months in advance are essential for early warning of flood and drought risks associated with precipitation during the East Asian summer monsoon season. However, while the use of machine learning techniques has advanced rapidly in weather and subseasonal-to-seasonal forecasting, partly driven by the availability of benchmark datasets, their application to seasonal-scale prediction remains limited. Existing seasonal prediction primarily relies on ensemble forecasts from numerical models, which, while physically grounded, are subject to biases and uncertainties at long lead times. Motivated by these challenges, we propose SeasonBench-EA, a benchmark dataset for seasonal prediction in East Asia region. It features multi-resolution, multi-source data with both regional and global coverage, integrating ERA5 reanalysis data and ensemble forecasts from multiple leading forecast centers. Beyond key atmospheric fields, the dataset also includes boundary-related variables, such as ocean state, soil and solar radiation, that are essential for capturing seasonal-scale atmospheric variability. Two tasks are defined and evaluated: 1) machine learning-based seasonal prediction using ERA5 reanalysis, and 2) post-processing of seasonal forecasts from numerical model ensembles. A suite of deterministic and probabilistic metrics is provided for tasks evaluation, along with a hindcast assessment focused on precipitation during the East Asian summer monsoon, aligned with model evaluation protocols used in operations. By offering a unified data and evaluation framework, SeasonBench-EA aims to promote the development and application of data-driven methods for seasonal prediction, a challenging yet highly impactful task with board implications for society and public well-being. Our benchmark is available at https://github.com/SauryChen/SeasonBench-EA.","SeasonBench-EA, a multi-resolution, multi-source benchmark dataset for seasonal climate prediction over East Asia, supporting both machine learning-based forecasting and ensemble post-processing.","seasonal prediction, numerical weather prediction, ensemble forecast correction, machine learning for climate",https://github.com/SauryChen/SeasonBench-EA,https://openreview.net/pdf?id=IzCaw5sQgj,https://openreview.net/attachment?id=IzCaw5sQgj&name=croissant_file
Ip1cCUAllL,WASP: Benchmarking Web Agent Security Against Prompt Injection Attacks,"Ivan Evtimov, Arman Zharmagambetov, Aaron Grattafiori, Chuan Guo, Kamalika Chaudhuri",Accept (poster),"Autonomous UI agents powered by AI have tremendous potential to boost human productivity by automating routine tasks such as filing taxes and paying bills. However, a major challenge in unlocking their full potential is security, which is exacerbated by the agent's ability to take action on their user's behalf. Existing tests for prompt injections in web agents either over-simplify the threat by testing unrealistic scenarios or giving the attacker too much power, or look at single-step isolated tasks. To more accurately measure progress for secure web agents, we introduce WASP – a new publicly available benchmark for end-to-end evaluation of Web Agent Security against Prompt Injection attacks. Evaluating with WASP shows that even top-tier AI models, including those with advanced reasoning capabilities, can be deceived by simple, low-effort human-written injections in very realistic scenarios. Our end-to-end evaluation reveals a previously unobserved insight: while attacks partially succeed in up to 86% of the case, even state-of-the-art agents often struggle to fully complete the attacker goals – highlighting the current state of security by incompetence. Code and data are available at https://github.com/facebookresearch/wasp.",A benchmark with realistic security scenarios for web agents based on LLMs,"agents, security, prompt injections, web agents",https://github.com/facebookresearch/wasp,https://openreview.net/pdf?id=Ip1cCUAllL,https://openreview.net/attachment?id=Ip1cCUAllL&name=croissant_file
IlaCGlUHvI,STSBench: A Large-Scale Dataset for Modeling Neuronal Activity in the Dorsal Stream of Primate Visual Cortex,"Ethan Trepka, Ruobing Xia, Shude Zhu, Sharif Saleki, Danielle Abreu Lopes, Stephen J Niño Cital, Konstantin Friedrich Willeke, Mindy Kim, Tirin Moore",Accept (poster),"The primate visual system is typically divided into two streams — the ventral stream, responsible for object recognition, and the dorsal stream, responsible for encoding spatial relations and motion. Recent studies have shown that convolutional neural networks (CNNs) pretrained on object recognition tasks are remarkably effective at predicting neuronal responses in the ventral stream, shedding light on the neural mechanisms underlying object recognition. However, similar models of the dorsal stream remain underdeveloped due to the lack of large scale datasets encompassing dorsal stream areas. To address this gap, we present STSBench, a dataset of large-scale, single neuron recordings from over 2,000 neurons in the superior temporal sulcus (STS), a nearly 50-fold increase over existing dorsal stream datasets, collected while Rhesus macaques viewed thousands of unique, natural videos. We show that our dataset can be used for benchmarking encoding models of dorsal stream neuronal responses and reconstructing visual input from neural activity.",,Neuroscience,https://github.com/et22/stsbench,https://openreview.net/pdf?id=IlaCGlUHvI,https://openreview.net/attachment?id=IlaCGlUHvI&name=croissant_file
IbOacMF5qd,CLEVER: A Curated Benchmark for Formally Verified Code Generation,"Amitayush Thakur, Jasper Lee, George Tsoukalas, Meghana Sistla, Matthew Zhao, Stefan Zetzsche, Greg Durrett, Yisong Yue, Swarat Chaudhuri",Accept (poster),"We introduce ${\rm C{\small LEVER}}$, a high-quality, manually curated benchmark of 161 problems for end-to-end verified code generation in Lean. Each problem consists of (1) the task of generating a specification that matches a held-out ground-truth specification, and (2) the task of generating a Lean implementation that provably satisfies this specification. Unlike prior benchmarks,${\rm C{\small LEVER}}$ avoids test-case supervision, LLM-generated annotations, and specifications that leak implementation logic or allow vacuous solutions. All outputs are verified post-hoc using Lean's type checker to ensure machine-checkable correctness.  We use ${\rm C{\small LEVER}}$ to evaluate several few-shot and agentic approaches based on state-of-the-art language models. These methods all struggle to achieve full verification, 
establishing it as a challenging frontier benchmark for program synthesis and formal reasoning. Our benchmark can be found on [GitHub](https://github.com/trishullab/clever) as well as [HuggingFace](https://huggingface.co/datasets/amitayusht/clever). All our evaluation code is also available [online](https://github.com/trishullab/clever-prover).","We introduce CLEVER, a hand-curated benchmark for verified code generation in Lean. It requires full formal specs and proofs. No few-shot method solves all stages, making it a strong testbed for synthesis and formal reasoning.","Formal Verification, Program Synthesis, Language Models, Formal Methods, Interactive Theorem Provers, Neural Theorem Proving, Code Generation, Verified Code Generation, Proof-Guided Generation, Formal Specification Mining, Lean Theorem Prover, Benchmark Design, End-to-End Verification, Natural Language to Code, Automated Software Verification",https://github.com/trishullab/clever,https://openreview.net/pdf?id=IbOacMF5qd,https://openreview.net/attachment?id=IbOacMF5qd&name=croissant_file
IZHWvvmYwx,MIR-Bench: Can Your LLM Recognize Complicated Patterns via Many-Shot In-Context Reasoning?,"Kai Yan, Zhan Ling, Kang Liu, Yifan Yang, Ting-Han Fan, Lingfeng Shen, Zhengyin Du, Jiecao Chen",Accept (poster),"The ability to recognize patterns from examples and apply them to new ones is a primal ability for general intelligence, and is widely studied by psychology and AI researchers. Many benchmarks have been proposed to measure such ability for Large Language Models (LLMs); however, they focus on few-shot (usually <10) setting and lack evaluation for aggregating many pieces of information from long contexts. On the other hand, the ever-growing context length of LLMs have brought forth the novel paradigm of many-shot In-Context Learning (ICL), which addresses new tasks with hundreds to thousands of examples without expensive and inefficient fine-tuning. However, many-shot evaluations often focus on classification, and popular long-context LLM tasks such as Needle-In-A-Haystack (NIAH) seldom require complicated intelligence for integrating many pieces of information. To fix the issues from both worlds, we propose MIR-Bench, the first many-shot in-context reasoning benchmark for pattern recognition that asks LLM to predict output via input-output examples from underlying functions with diverse data format. Based on MIR-Bench, we study many novel problems for many-shot in-context reasoning, and acquired many insightful findings including scaling effect, robustness, inductive vs. transductive reasoning, retrieval Augmented Generation (RAG), coding for inductive reasoning, cross-domain generalizability, etc. Our dataset is available at https://huggingface.co/datasets/kaiyan289/MIR-Bench.",We propose a novel benchmark for pattern recognition for many-shot in-context learning for large language models and conduct extensive empirical analysis with many insights.,"pattern recognition, reasoning, many-shot in-context learning, large language model, benchmark",https://github.com/KaiYan289/MIR-Bench,https://openreview.net/pdf?id=IZHWvvmYwx,https://openreview.net/attachment?id=IZHWvvmYwx&name=croissant_file
ISO1J57nGD,MultiLoKo: a multilingual local knowledge benchmark for LLMs spanning 31 languages,"Dieuwke Hupkes, Nikolay Bogoychev",Reject,"We present MultiLoKo, a new benchmark for evaluating multilinguality in LLMs covering 31 languages. MultiLoKo consists of three partitions: a \texttt{main} partition consisting of 500 questions per language, separately sourced to be locally relevant to the specific language, and two \texttt{translated} partitions, containing human-authored translations from 30 non-English languages to English and vice versa. For comparison, we also release corresponding machine-authored translations. The data is equally distributed over two splits: a \texttt{development} split and a blind, out-of-distribution \texttt{test} split. MultiLoKo can be used to study a variety of questions regarding the multilinguality of LLMs as well as meta-questions about multilingual benchmark creation. We compute MultiLoKo scores for 11 base and chat models marketed to be multilingual and study their average performance, their performance parity across languages, how much their ability to answer questions depends on the question language, and which languages are most difficult. \emph{None of the models we studied performs well on MultiLoKo}, as indicated by low average scores as well as large differences between the best and worst scoring languages. Furthermore, we find \emph{a substantial effect of the question language, indicating suboptimal knowledge transfer between languages}. Lastly, we find that using local vs English-translated data can result in differences \emph{more than 20 points for the best performing models, drastically changing the estimated difficulty of some languages}. For using machines instead of human translations, we find a weaker effect on ordering of language difficulty, a larger difference in model rankings, and a substantial drop in estimated performance for all models.","We present MultiLoKo, a new benchmark for evaluating multilinguality in LLMs covering 31 languages.","evaluation, LLMs, multilingual, language models",https://github.com/facebookresearch/multiloko,https://openreview.net/pdf?id=ISO1J57nGD,https://openreview.net/attachment?id=ISO1J57nGD&name=croissant_file
IA9RmaP0aw,Evaluating Program Semantics Reasoning with Type Inference in System $F$,"Yifeng He, Luning Yang, Christopher Castro Gaw Gonzalo, Hao Chen",Accept (poster),"Large Language Models (LLMs) are increasingly integrated into the software engineering ecosystem.
Their test-time compute reasoning capabilities promise significant potential in understanding program logic and semantics beyond mere token recognition. 
However, current benchmarks evaluating reasoning LLMs for code lack a formal, 
program-centric deductive framework for the soundness of evaluation, 
incompetent in assessing of whether models genuinely reason about program semantics or merely associate superficial connections between natural language and code tokens. 
To bridge this gap, we introduce TF-Bench, 
a benchmark designed to evaluate LLM reasoning based on type inference in System F, 
a task we refer to as *program semantics reasoning*. 
By employing verified transformations to remove semantically irrelevant natural language,
we construct TF-Bench_pure, a purely semantics-driven variant of TF-Bench. 
Our analysis reveals substantial limitations in state-of-the-art LLMs, 
with the best-performing LLM (Claude-3.7-sonnet) achieving only $55.85\%$ accuracy on TF-Bench_pure. 
Additionally, we propose two novel metrics to assess the robustness and effectiveness of extended reasoning,
underscoring the critical limitation in current LLM capabilities and highlighting essential directions for future research.",We present a novel pair of benchmarks to evaluate the fundamental deductive reasoning abilities of test-time compute reasoning models on program semantics.,"program reasoning, program semantics, type inference",https://github.com/SecurityLab-UCD/TF-Bench,https://openreview.net/pdf?id=IA9RmaP0aw,https://openreview.net/attachment?id=IA9RmaP0aw&name=croissant_file
I5qDL315bQ,GSO: Challenging Software Optimization Tasks for Evaluating SWE-Agents,"Manish Shetty, Naman Jain, Jinjian Liu, Vijay Kethanaboyina, Koushik Sen, Ion Stoica",Accept (poster),"Developing high-performance software is a complex task that requires specialized expertise. 
We introduce GSO, a benchmark for evaluating language models' capabilities in developing high-performance software.
We develop an automated pipeline that generates and executes performance tests to analyze repository commit histories to identify 102 challenging optimization tasks across 10 codebases, spanning diverse domains and programming languages.
An agent is provided with a codebase and performance test as a precise specification, and tasked to improve the runtime efficiency, which is measured against the expert developer optimization.
Our quantitative evaluation reveals that leading SWE-Agents struggle significantly, achieving less than 5% success rate, with limited improvements even with inference-time scaling.
Our qualitative analysis identifies key failure modes, including difficulties with low-level languages, practicing lazy optimization strategies, and challenges in accurately localizing bottlenecks.
We release the code and artifacts of our benchmark along with agent trajectories to enable future research.",GSO: SWE Agents Struggle at Reasoning and Engineering for Software Optimization,"SWE-Bench, SWE Agents, Code Optimization",https://github.com/gso-bench/gso,https://openreview.net/pdf?id=I5qDL315bQ,https://openreview.net/attachment?id=I5qDL315bQ&name=croissant_file
I3F7w8MvY9,Sekai: A Video Dataset towards World Exploration,"Zhen Li, Chuanhao Li, Xiaofeng Mao, Shaoheng Lin, Ming Li, Shitian Zhao, xu Zhao Pan, Xinyue Li, Yukang Feng, Jianwen Sun, Zizhen Li, Fanrui Zhang, Jiaxin Ai, Zhixiang Wang, Yuwei Wu, Tong He, Yunde Jia, Kaipeng Zhang",Accept (poster),"Video generation techniques have made remarkable progress, promising to be the foundation of interactive world exploration.
However, existing video generation datasets are not well-suited for world exploration training as they suffer from some limitations: limited locations, short duration, static scenes, and a lack of annotations about exploration and the world.
In this paper, we introduce Sekai (meaning ""world"" in Japanese), a high-quality first-person view worldwide video dataset with rich annotations for world exploration. 
It consists of over 5,000 hours of walking or drone view (FPV and UVA) videos from over 100 countries and regions across 750 cities. We develop an efficient and effective toolbox to collect, pre-process and annotate videos with location, scene, weather, crowd density, captions, and camera trajectories.
Comprehensive analyses and experiments demonstrate the dataset’s scale, diversity, annotation quality, and effectiveness for training video generation models.
We believe Sekai will benefit the area of video generation and world exploration, and motivate valuable applications.",,"Video Generation, Long Video Generation, Interactive Video Generation, Controllable Video Generation",https://github.com/Lixsp11/sekai-codebase,https://openreview.net/pdf?id=I3F7w8MvY9,https://openreview.net/attachment?id=I3F7w8MvY9&name=croissant_file
HtGOaraQEH,Through the Lens: Benchmarking Deepfake Detectors Against Moiré-Induced Distortions,"Razaib Tariq, Minji Heo, Shahroz Tariq, Simon S. Woo",Accept (poster),"Deepfake detection remains a pressing challenge, particularly in real-world settings where smartphone-captured media from digital screens often introduces Moiré artifacts that can distort detection outcomes. This study systematically evaluates state-of-the-art (SOTA) deepfake detectors on Moiré-affected videos—an issue that has received little attention. We collected a dataset of 12,832 videos, spanning 35.64 hours, from Celeb-DF, DFD, DFDC, UADFV, and FF++ datasets, capturing footage under diverse real-world conditions, including varying screens, smartphones, lighting setups, and camera angles. To further examine the influence of Moiré patterns on deepfake detection, we conducted additional experiments using our DeepMoiréFake, referred to as (DMF) dataset, and two synthetic Moiré generation techniques. Across 15 top-performing detectors, our results show that Moiré artifacts degrade performance by as much as 25.4\%, while synthetically generated Moiré patterns lead to a 21.4\% drop in accuracy. Surprisingly, demoiréing methods, intended as a mitigation approach, instead worsened the problem, reducing accuracy by up to 16\%. These findings underscore the urgent need for detection models that can robustly handle Moiré distortions alongside other real-world challenges, such as compression, sharpening, and blurring. By introducing the DMF dataset, we aim to drive future research toward closing the gap between controlled experiments and practical deepfake detection.",Benchmarking Deepfake Detectors Against Moiré-Induced Distortions,"Deepfake, Moiré Attack, Synthetic Moiré, Demoiréing, Compression, Distortions, Deepfake Detection",https://github.com/Razaib-Tariq/DeepMoireFake,https://openreview.net/pdf?id=HtGOaraQEH,https://openreview.net/attachment?id=HtGOaraQEH&name=croissant_file
Hqoywh28zV,DCAD-2000: A Multilingual Dataset across 2000+ Languages with Data Cleaning as Anomaly Detection,"Yingli Shen, Wen Lai, Shuo Wang, Xueren Zhang, Kangyang Luo, Alexander Fraser, Maosong Sun",Accept (poster),"The rapid development of multilingual large language models (LLMs) highlights the need for high-quality, diverse, and well-curated multilingual datasets. In this paper, we introduce DCAD-2000 (Data Cleaning as Anomaly Detection), a large-scale multilingual corpus constructed from newly extracted Common Crawl data and existing multilingual sources. DCAD-2000 covers 2,282 languages, 46.72TB of text, and 8.63 billion documents, spanning 155 high- and medium-resource languages and 159 writing scripts. To overcome the limitations of existing data cleaning approaches, which rely on manually designed heuristic thresholds, we reframe data cleaning as an anomaly detection problem. This dynamic filtering paradigm substantially improves data quality by automatically identifying and removing noisy or anomalous content. By fine-tuning LLMs on DCAD-2000, we demonstrate notable improvements in data quality, robustness of the cleaning pipeline, and downstream performance, particularly for low-resource languages across multiple multilingual benchmarks.","Multilingual dataset across 2,282 languages by reframing data cleaning as anomaly detection.",multilingual dataset; corpus creation; data cleaning; language resources,https://github.com/yl-shen/DCAD-2000,https://openreview.net/pdf?id=Hqoywh28zV,https://openreview.net/attachment?id=Hqoywh28zV&name=croissant_file
HZJiIog5XH,When No Paths Lead to Rome: Benchmarking Systematic Neural Relational Reasoning,"Anirban Das, Irtaza Khalid, Rafael Peñaloza, Steven Schockaert",Accept (poster),"Designing models that can learn to reason in a systematic way is an important and long-standing challenge. In recent years, a wide range of solutions have been proposed for the specific case of systematic relational reasoning, including Neuro-Symbolic approaches, variants of the Transformer architecture, and specialized Graph Neural Networks. However, existing benchmarks for systematic relational reasoning focus on an overly simplified setting, based on the assumption that reasoning can be reduced to composing relational paths. In fact, this assumption is hard-baked into the architecture of several recent models, leading to approaches that can perform well on existing benchmarks but are difficult to generalize to other settings. To support further progress in the field of systematic relational reasoning with neural networks, we introduce a new benchmark that adds several levels of difficulty, requiring models to go beyond path-based reasoning.",Reasoning models can learn rules from simple examples and be able to solve complex ones using the rules. We identify a broad class of everyday reasoning rules that current models cannot learn and build large datasets requiring such rule learning.,"Reasoning, Systematic Generalization, Compositional Generalization, Link Prediction, Neuro-symbolic AI",https://github.com/axd353/WhenNoPathsLeadToRome,https://openreview.net/pdf?id=HZJiIog5XH,https://openreview.net/attachment?id=HZJiIog5XH&name=croissant_file
HI50fGRXFZ,SATA-BENCH: Select All That Apply Benchmark for Multiple Choice Questions,"Weijie Xu, Shixian Cui, Xi Fang, Chi Xue, Stephanie Eckman, Chandan K. Reddy",Reject,"Large language models (LLMs) are increasingly evaluated on single-answer multiple-choice tasks, yet many real-world problems require identifying all correct answers from a set of options. This capability remains underexplored. We introduce SATA-BENCH, the first dedicated benchmark for evaluating LLMs on Select All That Apply (SATA) questions across diverse domains, including reading comprehension, law, and biomedicine. Our evaluation of 30 open-source and proprietary models reveals a significant gap: even the strongest model achieves only 41.8% exact match, exposing LLMs’ inability to reliably identify all correct answers. We find that this weakness stems from two core challenges: selection bias - models favor certain choices regardless of content, and count bias — models fail to predict the correct number of answers. To address these issues, we propose Choice Funnel, a decoding strategy that combines token debiasing with adaptive thresholding to guide models toward complete and accurate selections. Choice Funnel achieves up to 29% higher exact match than competitive baselines while reducing inference cost by over 64%. Our findings expose fundamental limitations in current LLMs and introduce a new framework for diagnosing and improving multi-answer reasoning.
We release SATA-BENCH and Choice Funnel to promote LLM development for robust decision-making in realistic, multi-answer applications.",SATA-BENCH: Select All That Apply Benchmark for Multiple Choice Questions,"LLM Evaluation, Multiple Choice Questions, Debiasing, Reasoning.",https://github.com/sata-bench/sata-bench,https://openreview.net/pdf?id=HI50fGRXFZ,https://openreview.net/attachment?id=HI50fGRXFZ&name=croissant_file
H3nywowPNF,VideoGameQA-Bench: Evaluating Vision-Language Models for Video Game Quality Assurance,"Mohammad Reza Taesiri, Abhijay Ghildyal, Saman Zadtootaghaj, Nabajeet Barman, Cor-Paul Bezemer",Accept (poster),"With video games leading in entertainment revenues, optimizing game development workflows is critical to the industry’s long-term success. Recent advances in vision-language models (VLMs) hold significant potential to automate and enhance various aspects of game development—particularly video game quality assurance (QA), which remains one of the most labor-intensive processes with limited automation. To effectively measure VLM performance in video game QA tasks and evaluate their ability to handle real-world scenarios, there is a clear need for standardized benchmarks, as current ones fall short in addressing this domain. To bridge this gap, we introduce VideoGameQA-Bench - a comprehensive benchmark designed to encompass a wide range of game QA activities, including visual unit testing, visual regression testing, needle-in-a-haystack, glitch detection, and bug report generation for both images and videos.",A new benchmark for assessing VLM’s capabilities in real-world video game code assurance tasks.,"Video Game Quality Assurance, Video Game Testing, Vision Language Models",,https://openreview.net/pdf?id=H3nywowPNF,https://openreview.net/attachment?id=H3nywowPNF&name=croissant_file
H3cqr50G7Q,Roboflow100-VL: A Multi-Domain Object Detection Benchmark for Vision-Language Models,"Matvei Popov, Peter Robicheaux, Anish Madan, Isaac Robinson, Joseph Nelson, Deva Ramanan, Neehar Peri",Accept (poster),"Vision-language models (VLMs) trained on internet-scale data achieve remarkable zero-shot detection performance on common objects like car, truck, and pedestrian. However, state-of-the-art models still struggle to generalize to out-of-distribution classes, tasks and imaging modalities not typically found in their pre-training. Rather than simply re-training VLMs on more visual data, we argue that one should align VLMs to new concepts with annotation instructions containing a few visual examples and rich textual descriptions. To this end, we introduce Roboflow100-VL, a large-scale collection of 100 multi-modal object detection datasets with diverse concepts not commonly found in VLM pre-training. We evaluate state-of-the-art models on our benchmark in zero-shot, few-shot, semi-supervised, and fully-supervised settings, allowing for comparison across data regimes. Notably, we find that VLMs like GroundingDINO and Qwen2.5-VL achieve less than 2% zero-shot accuracy on challenging medical imaging datasets within Roboflow100-VL, demonstrating the need for few-shot concept alignment. Lastly, we discuss our recent CVPR 2025 Foundational FSOD competition and share insights from the community. Notably, the winning team significantly outperforms our baseline by 17 mAP! Our code and dataset are available on GitHub and Roboflow.","We introduce Roboflow100-VL, a large-scale dataset with diverse concepts not typically found in internet-scale pre-training.","Vision-Language Models, Few-Shot Object Detection, Dataset",https://github.com/roboflow/rf100-vl,https://openreview.net/pdf?id=H3cqr50G7Q,https://openreview.net/attachment?id=H3cqr50G7Q&name=croissant_file
GzgPleFl8f,From Flatland to Space: Teaching Vision-Language Models to Perceive and Reason in 3D,"Jiahui Zhang, Yurui Chen, Yueming Xu, Ze Huang, Jilin Mei, Junhui Chen, Yanpeng Zhou, Yu-Jie Yuan, Xinyue Cai, Guowei Huang, Xingyue Quan, Hang Xu, Li Zhang",Accept (poster),"Recent advances in LVLMs have improved vision-language understanding, but they still struggle with spatial perception, limiting their ability to reason about complex 3D scenes. Unlike previous approaches that incorporate 3D representations into models to improve spatial understanding, we aim to unlock the potential of VLMs by leveraging spatially relevant image data. To this end, we introduce a novel 2D spatial data generation and annotation pipeline built upon scene data with 3D ground-truth. This pipeline enables the creation of a diverse set of spatial tasks, ranging from basic perception tasks to more complex reasoning tasks. Leveraging this pipeline, we construct SPAR-7M, a large-scale dataset generated from thousands of scenes across multiple public datasets. In addition, we introduce SPAR-Bench, a benchmark designed to offer a more comprehensive evaluation of spatial capabilities compared to existing spatial benchmarks, supporting both single-view and multi-view inputs. Training on both SPAR-7M and large-scale 2D datasets enables our models to achieve state-of-the-art performance on 2D spatial benchmarks. Further fine-tuning on 3D task-specific datasets yields competitive results, underscoring the effectiveness of our dataset in enhancing spatial reasoning.","We introduce SPAR-7M and SPAR-Bench, a large-scale 2D-supervised dataset and benchmark for spatial reasoning, built using 3D ground-truth.",Spatial Understanding,https://github.com/LogosRoboticsGroup/SPAR,https://openreview.net/pdf?id=GzgPleFl8f,https://openreview.net/attachment?id=GzgPleFl8f&name=croissant_file
Gyq8lMgdk5,GraphLand: Evaluating Graph Machine Learning Models on Diverse Industrial Data,"Gleb Bazhenov, Oleg Platonov, Liudmila Prokhorenkova",Accept (poster),"Although data that can be naturally represented as graphs is widespread in real-world applications across diverse industries, popular graph ML benchmarks for node property prediction only cover a surprisingly narrow set of data domains, and graph neural networks (GNNs) are often evaluated on just a few academic citation networks. This issue is particularly pressing in light of the recent growing interest in designing graph foundation models. These models are supposed to be able to transfer to diverse graph datasets from different domains, and yet the proposed graph foundation models are often evaluated on a very limited set of datasets from narrow applications. To alleviate this issue, we introduce GraphLand: a benchmark of 14 diverse graph datasets for node property prediction from a range of different industrial applications. GraphLand allows evaluating graph ML models on a wide range of graphs with diverse sizes, structural characteristics, and feature sets, all in a unified setting. Further, GraphLand allows investigating such previously underexplored research questions as how realistic temporal distributional shifts under transductive and inductive settings influence graph ML model performance. To mimic realistic industrial settings, we use GraphLand to compare GNNs with gradient-boosted decision trees (GBDT) models that are popular in industrial applications and show that GBDTs provided with additional graph-based input features can sometimes be very strong baselines. Further, we evaluate currently available general-purpose graph foundation models and find that they fail to produce competitive results on our proposed datasets.",We present GraphLand — a benchmark of 14 diverse graph node property prediction datasets from real-world industrial applications with both random and temporal data splits.,"graph, graph machine learning, gnn, graph neural network, gfm, graph foundation model, benchmark, distributional shift, inductive",https://github.com/yandex-research/graphland,https://openreview.net/pdf?id=Gyq8lMgdk5,https://openreview.net/attachment?id=Gyq8lMgdk5&name=croissant_file
Gy67Zh5X1i,OpenUnlearning: Accelerating LLM Unlearning via Unified Benchmarking of Methods and Metrics,"Vineeth Dorna, Anmol Reddy Mekala, Wenlong Zhao, Andrew McCallum, J Zico Kolter, Zachary Chase Lipton, Pratyush Maini",Accept (poster),"Robust unlearning is crucial for safely deploying large language models (LLMs) in environments where data privacy, model safety, and regulatory compliance must be ensured. Yet the task is inherently challenging, partly due to difficulties in reliably measuring whether unlearning has truly occurred. Moreover, fragmentation in current methodologies and inconsistent evaluation metrics hinder comparative analysis and reproducibility. To unify and accelerate research efforts, we introduce OpenUnlearning, a standardized and extensible framework designed explicitly for benchmarking both LLM unlearning methods and metrics. OpenUnlearning integrates 13 state-of-the-art unlearning algorithms and 16 diverse evaluations across 3 leading benchmarks (TOFU, MUSE, and WMDP) and also enables analyses of forgetting behaviors across 450+ publicly released checkpoints. Leveraging OpenUnlearning, we propose a novel meta-evaluation benchmark focused specifically on assessing the faithfulness and robustness of evaluation metrics themselves. We also benchmark diverse unlearning methods and provide a comparative analysis against an extensive evaluation suite. Overall, we establish a clear, community-driven pathway toward rigorous development in LLM unlearning research.",Open-source framework for LLM unlearning supporting multiple benchmarks and methods.,LLM unlearning,https://github.com/locuslab/open-unlearning,https://openreview.net/pdf?id=Gy67Zh5X1i,https://openreview.net/attachment?id=Gy67Zh5X1i&name=croissant_file
